Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
CFAP157	-0.325	0.983471083647819
LINC01547	-0.806	0.98357453208182
HTD2	0.32	0.983735479416105
CNPY3	0.301	0.983992727365146
COMMD6	0.383	0.983992727365146
TMED9	-0.3	0.983992727365146
SENP3	-0.288	0.984000906094554
PPRC1	0.349	0.984000906094554
DHX15	0.356	0.984000906094554
MMACHC	-0.302	0.984000906094554
MNS1	-0.332	0.984000906094554
ADGRG6	-0.351	0.984000906094554
IK	-0.338	0.984000906094554
SCARNA6	0.677	0.984000906094554
SCARNA6	0.677	0.984000906094554
TGFB1	0.301	0.984000906094554
COX6A1	0.346	0.984000906094554
C1ORF226	-0.256	0.984000906094554
YDJC	-0.244	0.984000906094554
DANT2	-0.498	0.984000906094554
KLK4	-0.243	0.984171557474731
KDELR1	0.343	0.984171557474731
DVL3	-0.338	0.984206796370204
RNF181	0.331	0.984206796370204
POLR2J	0.281	0.984206796370204
AKR1C2	-0.765	0.984206796370204
RAPGEF6	-0.324	0.984206796370204
DYNC1I2	-0.278	0.984206796370204
WDFY3	0.394	0.984206796370204
KIF22	0.303	0.984206796370204
AREL1	-0.294	0.984206796370204
MPV17	-0.253	0.984206796370204
PSMD3	0.359	0.984206796370204
GMIP	0.259	0.984206796370204
SH2B1	-0.265	0.984206796370204
ZNF326	0.244	0.984206796370204
WDR7	-0.293	0.984206796370204
HECW1	0.364	0.984206796370204
CDC25A	0.255	0.984206796370204
SPIN1	0.32	0.984206796370204
HSF2BP	0.279	0.984206796370204
ARHGAP11B	0.244	0.984206796370204
GUCD1	0.314	0.984206796370204
LIAS	0.284	0.984206796370204
LOC105369758	0.649	0.984206796370204
NPM1	0.385	0.984206796370204
TKT	0.372	0.984206796370204
CUL1	-0.257	0.984206796370204
ZNF500	0.306	0.984206796370204
PSMF1	0.248	0.984206796370204
TP53INP2	0.29	0.984206796370204
RPL38	0.415	0.984206796370204
MAP3K7	-0.247	0.984206796370204
CLP1	-0.25	0.984206796370204
NCBP3	0.269	0.984206796370204
GOLM1	0.343	0.984206796370204
MED23	0.254	0.984206796370204
COA4	-0.255	0.984206796370204
LCLAT1	-0.293	0.984206796370204
RUFY1	-0.277	0.984206796370204
SRCAP	-0.358	0.984206796370204
TMEM183A	-0.247	0.984206796370204
IRF9	-0.365	0.984206796370204
SRP14	-0.378	0.984206796370204
IPO9	-0.347	0.984206796370204
TMEM97	0.254	0.984209049517257
ZBTB2	-0.266	0.984310382925799
PPIP5K2	-0.278	0.984399502769158
WRAP53	0.31	0.984399502769158
ACTR5	-0.255	0.984399502769158
LOC105372482	0.261	0.984399502769158
GSG2	0.248	0.984399502769158
POLE	0.332	0.984399502769158
ILVBL	0.242	0.984399502769158
ATG14	-0.26	0.984420034262053
UBQLN1	-0.345	0.984420034262053
CHD6	0.327	0.984420034262053
PTGES3	-0.341	0.984420034262053
BAZ2A	0.339	0.984420034262053
RRP36	-0.256	0.984420034262053
LOC100996842	-0.367	0.984420034262053
LINC01569	-0.531	0.984420034262053
SH3BP5L	0.263	0.984420034262053
RFC2	0.288	0.984420034262053
SFSWAP	0.265	0.984440511707988
TSC1	-0.281	0.984501653119128
TRAPPC2B	-0.297	0.984501653119128
NEU3	-0.25	0.984501653119128
ADO	0.249	0.984501653119128
LINC00624	-0.677	0.984501653119128
CCL22	0.592	0.984501653119128
BTF3L4	-0.245	0.984501653119128
EME2	0.28	0.984501653119128
MIEF1	0.244	0.984501653119128
IDE	-0.261	0.984501653119128
CYP1B1	0.247	0.984501653119128
COPRS	-0.321	0.984501653119128
LRRC32	-0.428	0.984501653119128
SYNRG	0.286	0.984501653119128
NDUFV2	-0.268	0.984501653119128
PLIN5	0.875	0.984501653119128
MAIP1	-0.269	0.984501653119128
ZC3H15	-0.276	0.984501653119128
RTBDN	0.515	0.984501653119128
CMTM4	0.311	0.984501653119128
ECI2	-0.243	0.984501653119128
HARS2	0.242	0.984501653119128
CRLF3	-0.269	0.984501653119128
THAP11	-0.247	0.984501653119128
SRGAP2B	0.241	0.984501653119128
C3ORF58	0.277	0.984520987123775
OXLD1	0.28	0.984582402371152
TBC1D8	-0.254	0.984976937253941
GORASP1	0.238	0.985143986463594
OSGEPL1	0.319	0.985143986463594
DCTPP1	0.276	0.985143986463594
RAB3IL1	-0.259	0.985143986463594
ZBTB8OS	0.293	0.985206357111796
FAM228B	-0.296	0.985206357111796
SUPT16H	-0.345	0.985206357111796
POM121C	0.31	0.985206357111796
PARK7	-0.403	0.985291419837601
METAP1D	0.351	0.985370812153031
BZW2	-0.242	0.985370812153031
EDEM2	-0.273	0.985370812153031
FAM207A	0.382	0.985370812153031
MCM8	-0.263	0.985370812153031
UBAC1	-0.271	0.985370812153031
NUS1	-0.239	0.985370812153031
LYPLA1	0.243	0.985370812153031
SHARPIN	0.264	0.985370812153031
RAP1GAP2	0.256	0.985370812153031
COQ10B	0.31	0.98542751266398
THAP3	0.325	0.985526526156599
MAPKAPK5	0.248	0.985526526156599
FOXJ3	-0.32	0.9855500303546
UBXN6	-0.252	0.9855500303546
BRMS1	-0.297	0.9855500303546
NOL7	-0.406	0.985713075987841
PAPOLA	-0.322	0.985746126974711
ARL13B	-0.34	0.985848797466864
RRP12	0.309	0.985848797466864
GAN	0.242	0.985848797466864
RHCE	0.334	0.985872398161568
GCC1	0.255	0.985992261550427
RNF216	-0.237	0.986079587556628
CBX7	-0.247	0.986096640289322
EDF1	0.378	0.986096640289322
MAST2	-0.254	0.986096640289322
SLC25A15	0.263	0.986134383457769
FANCG	0.237	0.986167261953117
SPDYE6	-0.587	0.986487858754231
CUTC	-0.321	0.986487858754231
MPP7	0.282	0.986487858754231
PIEZO1	-0.341	0.986487858754231
MBIP	-0.272	0.986593179430207
HIST1H3H	0.622	0.986593179430207
RCL1	0.235	0.986593179430207
C19ORF47	0.258	0.986593179430207
SLC35D2	-0.288	0.986593179430207
P3H1	0.244	0.986593179430207
ENDOD1	0.32	0.986593179430207
CDC123	0.252	0.986593179430207
LRRC8D	0.243	0.986841011393266
TBCA	-0.395	0.986877581838266
AKR7L	0.346	0.986877581838266
MTCH1	0.332	0.986877581838266
EEFSEC	-0.248	0.986877581838266
FLNA	0.36	0.986877581838266
COX5A	-0.267	0.987085103200208
SLITRK4	-0.284	0.987085103200208
LBR	-0.238	0.98713559488662
TRAPPC6B	0.272	0.987352828523561
USP5	0.342	0.987352828523561
SFPQ	0.356	0.987352828523561
UBE2D2	-0.236	0.987352828523561
INO80E	0.293	0.987352828523561
MAP4	0.333	0.987352828523561
ATL2	-0.255	0.987352828523561
EXOSC8	0.245	0.987352828523561
ZNF839	-0.257	0.987352828523561
MORC3	-0.283	0.987399556129642
ALDH18A1	-0.309	0.987399556129642
MIR5689HG	-0.092	0.98748496183667
GNG5	0.278	0.98748496183667
TRMT10C	-0.279	0.98748496183667
PLA2G4C	0.549	0.987543604087665
RPS2	0.368	0.987565389158246
MORN1	-0.296	0.987582515801805
OSGEP	-0.235	0.987582515801805
GINS2	-0.259	0.987617933118411
RAP1GAP	-0.266	0.98781628443266
POMGNT1	-0.25	0.98781628443266
PCDH15	-0.603	0.98781628443266
IL17RC	-0.29	0.98781628443266
ZNF564	0.383	0.98781628443266
GMPPB	0.253	0.98781628443266
MICA	0.37	0.98781628443266
MICA	0.37	0.98781628443266
OST4	0.319	0.98781628443266
SLC3A2	-0.35	0.98781628443266
TMEM261	-0.308	0.98781628443266
ND1	0.349	0.98781628443266
CLCN6	0.233	0.98781628443266
RPL41	0.425	0.98784570904619
GGA2	0.309	0.98784570904619
S1PR5	0.353	0.987880186928443
TMEM110	0.265	0.988034573670482
SRP19	-0.328	0.988034573670482
TM9SF2	-0.298	0.98811370513725
MINDY3	0.279	0.988187784926917
DIABLO	0.254	0.988187784926917
KIAA1841	-0.331	0.988187784926917
UBE2C	0.239	0.988187784926917
ZNF573	-0.27	0.988187784926917
FAM89B	0.294	0.988187784926917
TNPO3	0.313	0.988187784926917
RPS5	0.358	0.988187784926917
REST	0.256	0.988187784926917
LOC101929526	0.603	0.988440320920918
UBR7	-0.252	0.988440320920918
ELOVL7	-0.273	0.988440320920918
CREB3L4	0.27	0.988447021358203
DHPS	-0.228	0.988447021358203
SRSF7	0.335	0.988447021358203
HIST1H2BC	0.674	0.988475623574442
ZNF470	0.398	0.988475623574442
C18ORF32	-0.317	0.988508882422055
MOB3C	-0.27	0.988508882422055
LAPTM4A	-0.302	0.988508882422055
TMEM206	0.258	0.988508882422055
SHROOM1	0.258	0.988508882422055
TMEM44	-0.244	0.988508882422055
LINC01427	0.299	0.988508882422055
SEPSECS	0.28	0.988508882422055
RBM26	-0.263	0.988508882422055
UMPS	-0.251	0.988508882422055
FBXO15	0.355	0.988532538086038
ENO1	-0.344	0.988625850104078
PAICS	0.326	0.988625850104078
MESDC2	0.234	0.98865926134329
PTPN21	-0.242	0.988934575269192
NHP2	0.268	0.988934575269192
FAM104B	0.268	0.988934575269192
SPIN4	-0.26	0.988934575269192
CELSR1	-0.298	0.988934575269192
CROT	0.325	0.98893652760644
PRNCR1	0.297	0.988947940532644
NMNAT1	0.26	0.988947940532644
PRELID1	0.313	0.988947940532644
PPM1L	0.267	0.988947940532644
PTMS	0.4	0.989098636409984
GGPS1	0.239	0.989098636409984
NAA60	0.229	0.989098636409984
SCUBE3	-0.335	0.989098636409984
PPL	0.26	0.989098636409984
RBM15	-0.307	0.989098636409984
C1ORF159	0.246	0.989098636409984
ZNF274	0.252	0.989098636409984
POLR3A	0.236	0.989098636409984
FDXACB1	0.245	0.989098636409984
EDC4	0.307	0.989098636409984
ARHGAP29	0.291	0.989098636409984
CNOT6	-0.238	0.989098636409984
CDCA8	-0.227	0.989105403904285
AP2M1	-0.327	0.989229250689238
CHD4	0.336	0.989229842247043
CCDC22	-0.263	0.989387959006156
MAN1A1	0.271	0.989387959006156
BRICD5	-0.31	0.989387959006156
PLEKHM2	0.252	0.989387959006156
MRM1	-0.31	0.989387959006156
ISOC1	-0.226	0.989466261104507
FARP2	0.238	0.989554113097221
LOC101928707	0.488	0.989572072335059
OSBPL2	-0.233	0.989572072335059
H3F3B	0.331	0.989572072335059
POLR2F	0.394	0.989572072335059
CFAP97	-0.255	0.989572072335059
PIM3	-0.226	0.989572072335059
DGUOK	0.259	0.989572072335059
ZNF484	0.293	0.989572072335059
DVL2	0.23	0.989572072335059
KLHL21	0.229	0.989572072335059
MOV10	-0.297	0.989572072335059
ADAMTSL3	-0.284	0.989572072335059
PRUNE1	-0.241	0.989572072335059
TULP3	-0.232	0.989572072335059
PAXIP1	0.256	0.989572072335059
IVD	0.223	0.989572072335059
ALG10	0.303	0.989572072335059
FNBP1	-0.221	0.989572072335059
NIF3L1	0.229	0.989572072335059
SCARB2	-0.235	0.989572072335059
MYO15A	0.467	0.989572072335059
C19ORF53	0.337	0.989572072335059
TTC32	0.286	0.989572072335059
STXBP2	0.235	0.989572072335059
API5	-0.246	0.989572072335059
CCDC84	-0.285	0.989572072335059
CCDC84	-0.285	0.989572072335059
USP14	-0.235	0.989572072335059
MATR3	0.31	0.989572072335059
SPECC1L-ADORA2A	0.893	0.989572072335059
CAMLG	-0.24	0.989572072335059
LOC100131347	0.32	0.989572072335059
CALCOCO1	0.225	0.989572072335059
NAA15	0.23	0.989572072335059
HIST1H2AC	0.562	0.989572072335059
CSNK1G1	-0.249	0.989572072335059
DCAF4	-0.238	0.989572072335059
EPB41	0.292	0.989572072335059
WDR24	0.237	0.989572072335059
PTPRB	-0.371	0.989572072335059
ATG13	-0.283	0.989572072335059
ATAD3B	0.304	0.989572072335059
TMEM160	0.286	0.989572072335059
ASAP2	-0.236	0.989572072335059
INPP5B	-0.228	0.989572072335059
CDK9	-0.231	0.989572072335059
CDKN3	-0.285	0.989573772392536
C18ORF54	-0.248	0.989609090005815
ALG14	-0.314	0.989609090005815
NOL6	-0.29	0.989631286029023
ACAA1	0.241	0.989728679443495
CRAT37	0.768	0.989860791702005
SHANK1	0.668	0.989917020490952
PHKB	-0.322	0.989917020490952
ELP6	-0.217	0.989917020490952
CPD	-0.298	0.989917020490952
NDUFAB1	-0.236	0.989917020490952
INO80B	-0.333	0.989917020490952
VTI1A	0.267	0.989917020490952
COBL	-0.284	0.989971562235538
WDR77	-0.224	0.989971562235538
PPFIA1	0.238	0.989971562235538
RUSC1	-0.235	0.989971562235538
DHX33	0.293	0.99006608569193
VPS72	0.274	0.99006608569193
TAF3	0.237	0.99006608569193
CHMP2A	-0.243	0.990125824505291
RIC3	0.419	0.990125824505291
UBAP1L	-0.277	0.990125824505291
ARHGEF11	0.252	0.990125824505291
FAM111A	-0.252	0.990125824505291
CCDC66	-0.297	0.990125824505291
DNAJC30	0.301	0.990125824505291
ZKSCAN4	0.291	0.990379196789453
INTS8	0.231	0.990379196789453
PTRHD1	-0.303	0.990379196789453
RPS28	0.345	0.990379196789453
SLC7A5	-0.326	0.990379196789453
C6ORF1	-0.309	0.990379196789453
RAD9B	-0.787	0.990379196789453
PAAF1	-0.232	0.990379196789453
CSTF1	-0.24	0.990584603161924
CYFIP2	0.292	0.990654383315596
RAPGEFL1	0.269	0.990654383315596
FOXJ2	-0.222	0.990654383315596
NRBF2	-0.231	0.990654383315596
PHLDB3	0.351	0.990654383315596
YWHAQ	0.31	0.990654383315596
CBR3-AS1	-0.306	0.990793122563364
GNB4	0.233	0.990793122563364
RBM12	0.296	0.990817798440997
BSG	0.329	0.990817798440997
GNA11	-0.236	0.990817798440997
RSG1	0.374	0.990817798440997
ARHGAP27	-0.355	0.990817798440997
ARHGAP27	-0.355	0.990817798440997
DNAJC4	0.254	0.990817798440997
POLD1	0.307	0.990817798440997
MPP3	-0.338	0.990817798440997
HNRNPA3	0.397	0.990817798440997
CCDC12	0.299	0.990817798440997
PABPC4	-0.307	0.990817798440997
MINPP1	0.225	0.990817798440997
AIMP2	-0.254	0.990825456234212
PPP1R26-AS1	-0.361	0.990860987887555
LRRC49	0.279	0.990860987887555
ZBTB8A	0.237	0.990860987887555
KRIT1	-0.239	0.990860987887555
AHCYL1	-0.301	0.990860987887555
RAB1A	-0.237	0.990860987887555
ELP5	0.218	0.990860987887555
RBAK	-0.257	0.990860987887555
SUV39H2	0.213	0.990860987887555
COMMD5	-0.222	0.990860987887555
MAF1	-0.257	0.990860987887555
MAB21L3	0.309	0.990974968776481
AKT2	0.287	0.990979105078138
STX6	0.222	0.990979105078138
ACCS	-0.296	0.990979105078138
BPGM	-0.254	0.990981064848659
CHD8	0.301	0.990981064848659
CSTF2T	0.24	0.990981064848659
PUF60	0.285	0.990981064848659
CHIC2	-0.344	0.990981064848659
MRPL53	-0.326	0.991079360089568
C2ORF69	0.272	0.991079360089568
RPL13	0.333	0.99145645857313
SGCB	0.282	0.99145645857313
SNHG26	0.312	0.991521238107767
AGAP3	0.232	0.991521238107767
LMLN	0.292	0.991521238107767
PSD4	-0.316	0.991521238107767
UBA3	0.235	0.991521238107767
SRI	0.243	0.991521238107767
PLCD4	0.259	0.991521238107767
ECE1	0.281	0.991521238107767
GUF1	-0.214	0.991521238107767
SERP1	-0.275	0.991521238107767
MRPL16	-0.214	0.991521238107767
C18ORF25	0.218	0.991538346053263
RDX	-0.283	0.991572742526468
SLC25A39	0.302	0.991575209461491
SEC24A	-0.219	0.991575209461491
PSMC4	0.23	0.991575209461491
PSMC4	0.23	0.991575209461491
MRPL20	0.244	0.991575209461491
SENP7	0.319	0.991605234106011
LINC00998	-0.276	0.991605234106011
PLA2G12A	0.219	0.991605234106011
SCART1	0.119	0.991605234106011
MPP6	0.235	0.99161955657999
FBXO2	0.285	0.99161955657999
TCAIM	-0.244	0.991677595481755
TP53BP1	0.232	0.991677595481755
GANC	-0.261	0.991677595481755
LINC00667	-0.319	0.991677595481755
FADS3	0.231	0.991677595481755
VAMP5	-0.19	0.991745832688655
RIDA	0.243	0.991745832688655
MUC6	0.528	0.992122917392796
MTERF4	0.239	0.992122917392796
HERPUD2	0.233	0.992122917392796
BCORL1	-0.265	0.992122917392796
SCAMP1	0.227	0.992122917392796
RASA1	0.222	0.992122917392796
ZNF83	-0.241	0.992122917392796
MOB3B	-0.226	0.992122917392796
ESPL1	-0.273	0.992122917392796
TMUB1	0.303	0.992122917392796
LOC101928118	0.308	0.992122917392796
NUP133	0.306	0.992122917392796
REPIN1	-0.286	0.992122917392796
C17ORF75	0.22	0.992122917392796
VPS8	0.277	0.992122917392796
LINC00174	0.263	0.992122917392796
LOC101927745	-0.712	0.992122917392796
GTF2F2	0.248	0.992122917392796
NPIPA1	0.211	0.992122917392796
DAG1	-0.311	0.992122917392796
RPS6KA1	0.225	0.992122917392796
RPS6KA1	0.225	0.992122917392796
FAM167B	0.629	0.992122917392796
WAC	0.28	0.992122917392796
CDK16	0.298	0.992122917392796
THRB	0.28	0.992122917392796
SLC25A27	-0.318	0.992122917392796
ANGEL1	0.213	0.992122917392796
BTD	-0.225	0.992122917392796
SPSB3	-0.237	0.992122917392796
ZSWIM3	-0.235	0.992122917392796
LENG8-AS1	-0.274	0.992122917392796
PARP2	-0.246	0.992122917392796
ZNF26	-0.208	0.992213378521601
MED29	-0.209	0.992213378521601
MRPL54	0.299	0.992213378521601
NOX5	0.327	0.992300171749532
NOP16	-0.21	0.992300171749532
FASTKD1	0.231	0.992300171749532
ECH1	0.239	0.992403035744252
ECH1	0.239	0.992403035744252
ERLIN2	0.224	0.992403035744252
SEC31A	0.287	0.992403035744252
ZFYVE9	0.209	0.992508214082338
UHRF1	-0.324	0.992508214082338
NT5C	0.225	0.992575865041046
PNKP	-0.225	0.992575865041046
HIST1H4A	0.534	0.992575865041046
HEBP1	0.245	0.992575865041046
APC	0.285	0.992575865041046
NCAPH	-0.214	0.992575865041046
ASB3	0.234	0.992575865041046
BLOC1S1	-0.278	0.992575865041046
MARK2	0.272	0.992575865041046
NDUFAF8	0.245	0.992575865041046
NSL1	-0.221	0.992575865041046
KNTC1	-0.279	0.992575865041046
PKP2	-0.2	0.992575865041046
EBLN3P	-0.227	0.992575865041046
C1ORF122	0.279	0.992575865041046
KLHL18	0.217	0.992575865041046
DDR1	-0.246	0.992575865041046
VAC14	0.264	0.992575865041046
SLC6A20	-0.574	0.992575865041046
LOC101928254	0.356	0.992575865041046
FAM110C	0.335	0.992575865041046
PPIP5K1	-0.228	0.992575865041046
AP1G2	0.21	0.992575865041046
GPRASP1	0.575	0.992575865041046
SMIM12	-0.216	0.992575865041046
STX8	0.267	0.992575865041046
MCRS1	0.213	0.992575865041046
LINC01722	-0.572	0.992620395985419
PROSER3	-0.211	0.992645271557447
BTF3	-0.308	0.992701593105697
NT5DC1	0.217	0.992701593105697
USP37	0.228	0.992701593105697
ERF	0.243	0.992701593105697
TMEM258	-0.235	0.992701593105697
MSH5	0.255	0.992819714755422
MST1	0.223	0.992819714755422
EID2B	0.293	0.992880224735937
GPX1	-0.289	0.992880224735937
FRAT1	-0.305	0.992891776547507
MYLK-AS1	0.294	0.992891776547507
BCKDHA	-0.202	0.992891776547507
OSBPL3	-0.253	0.992891776547507
NEIL3	0.226	0.993460913545494
B3GAT3	0.224	0.993460913545494
NGLY1	0.224	0.993460913545494
KLF12	-0.248	0.993699472092766
AGPS	0.198	0.993706198739165
TRIM23	-0.259	0.993706198739165
REXO1	0.277	0.993706198739165
GMDS	-0.212	0.993706198739165
CYB5RL	0.225	0.993706198739165
TSG101	-0.21	0.993766135048718
PRAF2	-0.303	0.993766135048718
NOTO	-0.379	0.993766135048718
SULT2B1	-0.379	0.993766135048718
ADAM17	-0.217	0.993766135048718
SNU13	-0.274	0.993766135048718
ARRDC3-AS1	0.333	0.993766135048718
PKN1	0.28	0.993766135048718
BLMH	0.215	0.993766135048718
C19ORF12	0.256	0.993766135048718
DRG2	0.207	0.993766135048718
SCFD1	-0.23	0.993766135048718
VPS33A	0.218	0.993766135048718
VPS13A	-0.272	0.993766135048718
NMRAL1	-0.212	0.993766135048718
NMRAL1	-0.212	0.993766135048718
TGS1	0.197	0.993766135048718
CLN6	-0.217	0.993766135048718
SRRD	0.228	0.993766135048718
WSB1	0.211	0.993766135048718
GOT1	0.213	0.993766135048718
RN7SK	0.679	0.993766135048718
ALDH3A2	0.211	0.993766135048718
APPL2	0.228	0.993766135048718
AKAP13	-0.289	0.993766135048718
ASNS	0.208	0.993790492705843
ZNF852	0.238	0.993790492705843
ZNF852	0.238	0.993790492705843
IFT43	0.237	0.993884328049765
RPS23	-0.338	0.993884328049765
SNX17	-0.209	0.993884328049765
RAB35	-0.202	0.993884328049765
NACA	-0.316	0.993884328049765
WIZ	0.213	0.993884328049765
ZNF587B	0.226	0.993884328049765
CENPX	0.234	0.993904872012436
LAMTOR1	-0.202	0.993904872012436
SOGA1	0.264	0.993904872012436
LRRC41	0.207	0.993904872012436
NEDD4	-0.282	0.993904872012436
ERCC3	0.201	0.993904872012436
APOBEC3B	-0.293	0.993904872012436
INTS3	-0.217	0.993904872012436
IMMP1L	-0.361	0.993904872012436
ESRP2	-0.259	0.993904872012436
RASSF3	0.219	0.993904872012436
MAFF	-0.245	0.993904872012436
NUP62	0.282	0.993904872012436
RWDD1	0.217	0.993904872012436
INTS3	-0.217	0.993904872012436
CCDC78	0.223	0.993904872012436
GSDMD	0.268	0.993904872012436
GSDMD	0.268	0.993904872012436
IRF2	0.227	0.993904872012436
ABCA17P	0.127	0.993930885126459
TRIM32	0.21	0.993930885126459
EEA1	-0.226	0.993930885126459
RPL13AP5	0.415	0.994007999034189
DDX39B	0.223	0.994130467284993
PDHB	0.227	0.994130467284993
NAXD	-0.205	0.994211734267642
LSM14A	0.199	0.994211734267642
PAPD4	-0.224	0.994240194666772
DDX39B	0.214	0.994240194666772
SFI1	0.21	0.994240194666772
ARHGAP23	-0.216	0.994240194666772
OFD1	-0.244	0.994240194666772
TUBA1B	0.295	0.994240194666772
BRD2	0.213	0.994240194666772
EEF1A1	-0.304	0.994240194666772
SMG7	-0.272	0.994240194666772
UBE2E2	0.212	0.994240194666772
NEDD8	-0.274	0.994240194666772
LASP1	0.284	0.994240194666772
ZDHHC5	-0.211	0.994240194666772
SEPT6	-0.248	0.994240194666772
ZNF350-AS1	-0.548	0.994240194666772
TRNT1	-0.235	0.994240194666772
ACP6	0.198	0.994240194666772
LOC101930370	-0.439	0.994240194666772
BCL2L1	-0.231	0.994240194666772
BANP	0.211	0.994240194666772
PCNX3	-0.277	0.994240194666772
CC2D1A	-0.196	0.994240194666772
MINK1	0.257	0.994240194666772
LGMN	0.208	0.994240194666772
GEMIN7	0.251	0.994240194666772
RAD54L2	0.254	0.994240194666772
ALAD	-0.21	0.994240194666772
PFKP	0.275	0.994240194666772
WDSUB1	-0.273	0.994240194666772
MXD4	-0.226	0.994240194666772
RNU5E-1	-0.583	0.994240194666772
NF2	0.257	0.994240194666772
MZF1-AS1	-0.414	0.994240194666772
C5ORF56	0.18	0.994240194666772
FAM160B1	0.235	0.994240194666772
VPS37B	-0.222	0.994240194666772
TM2D2	-0.188	0.994240194666772
TMEM242	0.246	0.994240194666772
NUCB1	-0.282	0.9943857474645
PHGDH	0.289	0.9943857474645
EEF1G	-0.309	0.9943857474645
ISY1-RAB43	-0.235	0.994707989422315
LINC00909	0.305	0.994707989422315
SNORA5C	0.409	0.994883216072431
LINC02078	-0.461	0.994883216072431
FAU	0.329	0.994883216072431
TOMM7	-0.308	0.994883216072431
ZNF471	0.279	0.994883216072431
NAB2	0.24	0.994883216072431
SORT1	0.262	0.995125574198528
LYAR	0.279	0.995125574198528
ATIC	0.266	0.995125574198528
SNX11	-0.2	0.995125574198528
SOX15	0.633	0.995125574198528
BTRC	-0.199	0.995125574198528
SLC16A5	-0.206	0.995125574198528
DNTTIP1	-0.202	0.995125574198528
C12ORF57	0.267	0.995125574198528
SEPT7P2	0.216	0.995125574198528
TCF7	0.32	0.995125574198528
BECN1	-0.203	0.995125574198528
U2SURP	-0.254	0.995125574198528
BOD1L1	-0.202	0.995125574198528
ZNF28	0.224	0.995125574198528
ATG16L1	0.226	0.995125574198528
ATG16L1	0.226	0.995125574198528
ZNF611	0.219	0.995125574198528
TSSK3	-0.674	0.995125574198528
CDC42SE2	0.197	0.995125574198528
LINC01503	-0.529	0.995125574198528
IVNS1ABP	0.257	0.995125574198528
FRA10AC1	-0.31	0.995125574198528
TMA7	0.36	0.995125574198528
FAM149B1	-0.197	0.995125574198528
KANSL1L	0.261	0.995125574198528
ZKSCAN5	0.191	0.995125574198528
PET117	0.266	0.995125574198528
L3MBTL4-AS1	0.372	0.995125574198528
DTNBP1	-0.25	0.995125574198528
ASPN	-0.784	0.995125574198528
PINX1	0.247	0.995125574198528
SOCS3	0.188	0.995125574198528
PCNP	0.305	0.995125574198528
DNAAF5	0.205	0.995125574198528
SIRT7	0.183	0.995125574198528
NPTN	-0.212	0.995125574198528
GRAMD2	0.412	0.995125574198528
COA5	-0.203	0.995125574198528
EIF3I	0.261	0.995125574198528
NONO	-0.309	0.995125574198528
HSPB11	0.193	0.995125574198528
PSAP	-0.278	0.995125574198528
PGBD1	-0.223	0.995125574198528
NEU1	0.434	0.995125574198528
NEU1	0.434	0.995125574198528
NEU1	0.434	0.995125574198528
NEU1	0.434	0.995125574198528
ENSA	-0.251	0.995125574198528
XRCC1	0.214	0.995125574198528
TRUB1	-0.21	0.995125574198528
SCAMP2	-0.199	0.995125574198528
ITFG2	-0.218	0.995125574198528
C12ORF43	-0.208	0.995125574198528
MAPT	-0.543	0.995125574198528
ZSWIM8-AS1	-0.552	0.995125574198528
TIMM22	-0.225	0.995125574198528
HSDL1	0.203	0.995125574198528
TIMM22	-0.225	0.995125574198528
AQP11	0.25	0.995125574198528
TIMM22	-0.225	0.995125574198528
RPL13AP3	0.542	0.995125574198528
DBF4B	0.226	0.995125574198528
GBX2	0.542	0.995125574198528
ATP5A1	0.274	0.995125574198528
SLC6A8	0.259	0.995125574198528
KAT6B	0.209	0.995125574198528
KAT6B	0.209	0.995125574198528
ANKRD54	-0.207	0.995125574198528
EIF5	-0.261	0.995125574198528
ANKRD28	0.252	0.995125574198528
TAS2R30	-0.725	0.995125574198528
C21ORF33	0.235	0.995125574198528
LETM2	-0.365	0.995125574198528
GPLD1	-0.262	0.995125574198528
CSNK1G3	0.213	0.995125574198528
GJC2	-0.408	0.995125574198528
TRAF3IP1	0.28	0.995125574198528
FOXP4	-0.208	0.995125574198528
AMN1	0.314	0.995125574198528
RBM5	0.205	0.995125574198528
GRK2	-0.213	0.995125574198528
CDAN1	-0.196	0.995125574198528
ADGRD1	-0.189	0.995125574198528
LOC101927630	0.606	0.995125574198528
WDYHV1	0.248	0.995125574198528
DUSP8	-0.445	0.995125574198528
DUSP8	-0.445	0.995125574198528
DUSP8	-0.445	0.995125574198528
ABHD18	0.235	0.995203003101697
OVOS2	-0.507	0.995249279757308
SLC25A23	0.206	0.995389118035819
SRP72	0.248	0.995496120233866
UFD1	0.212	0.995517997080672
DOCK1	-0.238	0.99579334324537
PMEPA1	0.232	0.99579334324537
KLHL9	-0.201	0.995830730015401
AFF1	0.269	0.995830730015401
TNFRSF12A	0.19	0.995830730015401
SMNDC1	-0.189	0.995830730015401
HPS3	0.186	0.995830730015401
CANT1	-0.201	0.995830730015401
C15ORF38-AP3S2	-0.206	0.995830730015401
COPG1	-0.253	0.995830730015401
B9D2	0.369	0.995830730015401
LOC102723897	0.213	0.995830730015401
ANKRD40	-0.179	0.995830730015401
PRRC1	0.186	0.995830730015401
INTS12	0.188	0.995830730015401
JHDM1D-AS1	-0.327	0.995830730015401
PRTFDC1	-0.292	0.995830730015401
BMS1	0.24	0.995830730015401
RPL10A	0.298	0.995830730015401
LOC105371267	0.625	0.995830730015401
PSMD11	0.252	0.995830730015401
