Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
PJA2	-0.224	0.0238023974247343
DNAJC9	0.241	0.0238081818594194
MED25	-0.369	0.0238211655992556
ITGAV	-0.236	0.0239662460972493
DAXX	-0.517	0.0239696276806472
CACNB4	-0.561	0.0241600348324745
TRIM72	-0.812	0.0241622368766029
ARRDC3	-0.242	0.0241662284500895
DBNDD1	-0.299	0.024256797720274
KCNMA1	-1.671	0.024256797720274
FAM122B	0.415	0.0242781497013678
UBE3B	-0.253	0.0242798855028374
CHPF2	0.264	0.024300615966096
LINC00641	0.604	0.0243629493521659
DUS2	0.406	0.0244021601471241
TRAIP	-0.524	0.0244100012561349
PALD1	0.808	0.0244932826071955
ORAOV1	-0.349	0.0245428879826312
SLC25A44	0.279	0.0245815579317744
DNAJC4	-0.44	0.0246097345632606
NFATC1	-0.554	0.024755217989964
TTC14	-0.407	0.0247943269420112
ZNF18	0.506	0.0248976161397503
DNAJC22	-0.252	0.0249433934809638
ZNF44	0.412	0.0249524215466213
ISG20	-0.437	0.0250348631738827
MCMBP	0.24	0.0251326144471619
BMP2K	0.333	0.0251726033357317
NICN1	-0.743	0.0252526917804186
MRPL18	0.274	0.0252903222105609
HSPBAP1	0.583	0.0253183983914011
FBXL20	-0.422	0.0253812932426602
VPS53	-0.341	0.0253968561252536
ERCC2	-0.335	0.0254001122175568
EHBP1L1	-0.359	0.0254164663722058
ZBTB40	0.255	0.025448405610854
CARMIL1	0.282	0.0254811668307765
PHLPP1	-0.436	0.0255091641644493
LEMD3	0.235	0.025579249628224
LRRK1	-0.611	0.025794778474217
TMEM167B	0.237	0.025794778474217
ZNF618	0.426	0.025937122542261
C22ORF46	0.396	0.0259647123207956
EOGT	-0.49	0.0260571034458955
ZFYVE27	0.325	0.0260695686098512
APC2	0.821	0.0261830560569739
ZNF490	0.525	0.0262701054230877
CDC42BPG	0.432	0.0264357304578956
PCLO	-0.704	0.0264887611616992
SDHAF1	0.434	0.0265818874517644
CLCN6	-0.55	0.026585534216035
BBS1	-0.426	0.0266088595943121
DNAJB1	0.228	0.0266833156523868
SMARCAL1	-0.364	0.0267055824858186
VANGL1	-0.227	0.0267189905795296
PIPOX	0.885	0.0268225708147814
POLR2B	0.23	0.0268439968501348
GMDS	-0.42	0.0269167303480137
KTN1-AS1	0.558	0.0269817194508675
TICRR	0.385	0.0269993107399042
FOXP2	0.371	0.0270119635297479
TIMM17A	-0.22	0.0270723327226297
SPHK2	-0.514	0.0270768795286283
CCDC12	0.393	0.0271958695778467
RRP7BP	-0.684	0.0272381061153061
ROR1-AS1	0.821	0.0273120166559005
FCGRT	-0.568	0.0273288507807535
LSM2	-0.521	0.0273645055894163
LSM2	-0.521	0.0273945675901401
LSM2	-0.521	0.0273945675901401
LSM2	-0.521	0.0274436223548528
TMEM11	0.354	0.0274474486459947
ACAP2	0.225	0.0274724596474667
ARFRP1	0.385	0.0276058701826743
CHAC1	0.419	0.0276058701826743
VKORC1L1	0.245	0.0276243114075764
NFRKB	-0.288	0.0276596532170542
HDAC4	-0.565	0.0276663629080302
NSMAF	0.277	0.0277409723114068
FBXW9	0.546	0.0278078954571553
ZC3H12A	-0.421	0.0278441143404964
PALLD	-0.335	0.0278797169872274
G6PD	-0.216	0.0279236658806092
COLGALT2	0.768	0.0279796549764556
LRRC75B	0.576	0.0281028227920454
PPP1R12B	0.388	0.0282100426727925
ZNF791	0.291	0.028278994540974
TP53I3	-0.378	0.0283663342358714
SPDYE18	0.801	0.0285603722008337
BIRC2	-0.252	0.0285731254940451
EXOG	0.726	0.0285736545991129
LSM2	-0.517	0.0286991457895652
ACAA1	-0.331	0.0287366756363802
ZNF517	-0.372	0.0288639948097487
PROSER3	-0.643	0.028918721710339
IER5	0.31	0.0289590779999653
TBKBP1	0.782	0.0289590779999653
L3MBTL4-AS1	-0.75	0.0289824769672866
SLC25A37	0.335	0.0290271156312313
DNAJC25-GNG10	-0.469	0.0290941824142124
C12ORF29	-0.281	0.0291590427329895
S100A11	0.245	0.029193085769137
CENPT	0.404	0.0292238679031493
KLF2	-0.82	0.029260673832569
TUFT1	-0.262	0.0293106201937327
RBM47	-0.21	0.0293398715334801
PCDHB1	-0.744	0.0293826208978497
TRMU	-0.373	0.0293930428303662
SLC30A9	-0.215	0.0294027145154676
SEMA6C	-0.757	0.0294027145154676
GNG5	0.291	0.0294508795562639
GALNTL6	0.985	0.0294565503951879
ACVR2A	-0.374	0.0295483084507332
FOXJ3	0.25	0.0295671269991935
FRA10AC1	0.368	0.029604706251316
RANBP10	0.388	0.0296193239496143
ZMYM3	0.266	0.0296622131996613
MAP3K21	-0.307	0.0296642904583576
HSH2D	0.569	0.0299051474155982
PALB2	-0.297	0.0299663983015683
ZNF785	-0.496	0.0300506652491154
KIAA1143	-0.33	0.0301191779561145
KIAA1143	-0.33	0.0301258996837617
MARCH7	-0.217	0.0301787450065806
TMEM102	0.532	0.0301947376966839
ZNF324	0.401	0.0302126771502968
ACOX3	-0.428	0.0302640395845309
KLHL22	0.41	0.0302884865673357
PPP1R11	-0.45	0.0303000020547311
CLMP	0.929	0.0303094612581273
PPP1R11	-0.45	0.030428376201217
ZNF189	-0.411	0.0304292098377829
GADD45G	-0.658	0.0304531050681477
PPP1R11	-0.45	0.0304567199484326
PPP1R11	-0.45	0.0305111867584948
R3HDM1	-0.307	0.0305744882878217
MFSD14B	0.259	0.0305744882878217
ARAP2	0.36	0.0306436886543868
NUBP1	-0.338	0.0307457787291418
UBE2Q2P2	0.849	0.0307666176369947
COX1	-0.31	0.0309712425381157
LOC101929140	0.693	0.0310875175046572
NXNL2	-0.669	0.0311124541814212
ASAP1	-0.327	0.031141761048516
KSR1	-0.746	0.031148412027321
C22ORF29	0.308	0.0312115855189547
PA2G4	0.207	0.0312283356090572
RAB5A	0.217	0.0313268583250848
IFT20	0.362	0.0314571182380078
DDR1	0.404	0.031668102348644
GSTT1	-0.423	0.0317253766221264
FANCE	-0.319	0.0317253766221264
E2F7	-0.544	0.0318758745179164
RBM27	0.346	0.0318905720467934
METTL5	-0.239	0.0319028034197394
RAB9A	-0.291	0.0319267762765679
MTPAP	0.234	0.0319494894484602
MFSD6	-0.279	0.0319560568796263
RNF139-AS1	0.634	0.031991889998794
SNORD17	0.375	0.0320022665645865
TECPR1	0.345	0.0320611168012033
CAMKMT	-0.465	0.032096540432833
MAP2K1	-0.248	0.0322720958509131
NAE1	0.217	0.032321713475814
AFTPH	-0.217	0.0323959379803265
FAM122A	-0.44	0.0324136026075935
SECTM1	-0.428	0.0324390393896844
METTL13	0.232	0.0324697160692832
DIS3L2	-0.348	0.0324950370292917
NUP107	0.213	0.0326318886488888
RNF111	-0.366	0.0327153476735824
PGAM5	-0.218	0.032743188102266
MAP10	0.541	0.0329386478235824
REEP2	-0.686	0.0329592028587003
PGAP3	-0.506	0.0329592028587003
RN7SL2	-0.205	0.0329894309380954
MPI	-0.268	0.0330417641185657
TFPI	0.542	0.0330523436929388
TLE3	0.234	0.0330817255962158
ME2	-0.263	0.0331712514821428
MZT1	-0.299	0.0331712514821428
MDM1	-0.381	0.0332422714708929
PHLDB3	0.425	0.0335091019875853
CYB561D1	0.328	0.0335213804365241
OGDHL	0.828	0.0336568449286204
KIAA1841	-0.477	0.0336630946484094
RASA4B	-0.518	0.0336817466729132
SNAI3	-0.787	0.0336818271826749
ELMO3	-0.298	0.0337555042755768
RPS15A	0.205	0.0339480767058835
LONRF1	0.317	0.0340744455952738
ABHD15	0.453	0.0341668148571066
ZXDC	0.267	0.0343283680736709
SNORD13	0.727	0.0343299587072177
ZMAT5	0.401	0.0347226090966886
TRAK2	0.217	0.0347676185977773
EEF2KMT	0.409	0.0349472483316923
ZFHX3	0.259	0.0350281769250947
DHX16	0.411	0.0351780810152183
DHX16	0.411	0.0351981524338868
TRMT10B	0.545	0.0352101932405752
TIPIN	0.374	0.0352255589493596
MBTPS2	-0.403	0.0353254805915435
TESK1	0.389	0.0353590467491202
TMED1	0.343	0.0353956544205094
NUBPL	0.355	0.0354979429677255
CBX5	0.202	0.0355094840721643
ZNF321P	-0.717	0.0355130109449098
ABHD17B	-0.366	0.0355302642342334
OGG1	-0.348	0.0355982169366035
RGS14	-0.75	0.0357455148894648
PGP	-0.291	0.0357480660898284
RUFY2	-0.29	0.0358287603763638
HIST1H2AD	-0.373	0.0359070743085727
COPS7B	-0.366	0.0359072982311726
ZNF430	0.895	0.0359167465554549
C14ORF80	0.419	0.0359167465554549
CS	-0.206	0.0360595352159188
PCSK5	1.272	0.0360657511962163
KCNJ14	0.661	0.0360657511962163
MRPS28	0.339	0.036084973409021
TMEM203	0.298	0.0362040581049425
CLK1	0.269	0.0362687545279091
ZNF207	0.213	0.0363397115069975
ADA	-0.515	0.0364056283052339
PPIP5K2	-0.249	0.0365410857040882
DAB2IP	-0.447	0.0365410857040882
SHPRH	-0.283	0.036580455556685
INSIG2	-0.459	0.0367142247249076
NDUFAF4	0.294	0.0367541541333702
TMEM91	-0.776	0.0368284562524505
ZNF737	0.448	0.0368284562524505
EEF1AKMT3	0.395	0.0368750394742668
DCLRE1A	-0.278	0.0368905008434499
WNT9A	0.794	0.0370688769606098
STK33	0.777	0.0370741296779797
CPOX	0.332	0.0371223333509214
PELO	0.268	0.0371244114624209
PFKP	0.202	0.0371405891570718
PMP22	0.458	0.0372167924699745
SCML2	-0.374	0.0373462533700017
AGBL3	0.922	0.0373972787190215
PTPN3	-0.254	0.037409310375631
NAIF1	-0.406	0.0375070747389457
TPST2	-0.428	0.0375103702963976
SLC31A2	-0.559	0.0375136158063192
ADAL	-0.349	0.0375872653904513
COQ8B	-0.35	0.0375872653904513
AASDH	0.344	0.0376599187589643
GART	0.224	0.0377119001635951
DHX16	0.403	0.0377415219591151
DHX16	0.403	0.0377618363862738
IPO13	-0.258	0.037791284129497
MDC1	-0.782	0.038074966332382
NOL6	0.265	0.0380898565582567
SLC35C2	0.237	0.0381412539849489
INTS12	-0.336	0.0381697865131959
VPS4A	0.225	0.0382454245989211
XPO1	0.203	0.0382631643434341
RNF216	0.224	0.0383964337839614
INPP5K	-0.294	0.0385236660749356
CBLB	-0.442	0.0385515284081559
TMEM140	0.349	0.0387462833203269
DENND1C	0.435	0.0387710224587041
IPPK	0.331	0.0389337071851276
UNC50	0.306	0.039242640625955
RASAL2	-0.341	0.0392777457423897
CEP164	0.311	0.0393316413456529
ARIH2	0.223	0.0393647267969928
KPNA5	0.38	0.0393775392763635
MEF2A	-0.242	0.0394448161340293
SLC25A46	0.234	0.0394675587495576
AGAP2-AS1	-0.385	0.0395149051045875
FRS3	-0.604	0.0397261897780893
MAP3K6	0.359	0.0398648105135079
IER3IP1	-0.248	0.0398797769951679
TTC25	0.776	0.0400439984209346
TECR	-0.222	0.0400704790436369
BCAT2	0.252	0.0400819748891454
VTI1A	-0.33	0.0402267891962858
ZSWIM1	0.36	0.0402357008916782
NAT14	-0.543	0.0402611126379077
MRPL42	0.205	0.0402993634894708
OTULIN	0.236	0.0405351390704113
MYO19	-0.261	0.0405936698707684
TRAPPC2B	-0.523	0.0407253421353603
HIVEP3	-0.485	0.0407417868853586
DEDD2	-0.321	0.0410023575408108
MYO19	-0.261	0.0410746832029663
ZBTB26	0.511	0.0410874200489347
LMBRD2	0.399	0.0411488749557071
WDR33	0.207	0.0411966843288524
BCL2L2	0.321	0.0412563650728535
ATAD3C	-0.796	0.041316281317895
CTNS	-0.39	0.041316281317895
UTP14C	-0.278	0.0414105124288043
ARID3B	-0.611	0.0414327310988011
ZSCAN22	0.495	0.041520204578615
PPP1R18	-0.629	0.041722937348949
TCOF1	0.228	0.0418319977013625
METTL16	0.258	0.041885099789324
GHET1	-0.708	0.0419955514458553
ZNF550	-0.496	0.0420195352213954
ASL	-0.369	0.0420707597748889
PSMB10	0.431	0.0421485051631216
OR2A20P	-0.991	0.0421993793843912
FLYWCH2	0.289	0.0422757024962774
FGD5-AS1	0.207	0.0423319773331192
AAAS	0.231	0.0423319773331192
OVOL2	-0.326	0.0424808753755495
LOC100996419	0.785	0.0425716656871741
DNAJC3	-0.205	0.042613200220701
TAF11	0.246	0.0426576286164005
PPP2R3B	0.401	0.0428297858442773
ZNF653	0.55	0.0429703609325641
SRD5A1	-0.241	0.0432962206767788
CERS5	-0.313	0.0433775122511973
C1ORF168	-0.545	0.0434199176868757
PDSS1	0.357	0.0434355314789935
RLIM	0.201	0.0435493556544562
BMPR1B	-0.709	0.0436282097074805
PIK3IP1	0.456	0.0438372203895775
TMEM38B	0.298	0.043854204680012
MANEA	-0.309	0.0441051930327676
MRPL30	1.212	0.0442681063882543
ZNF385A	-0.538	0.0442903855560441
AURKB	0.314	0.0442903855560441
RABGEF1	0.225	0.0445934449206382
ACAD11	0.439	0.0446340214372254
MAP3K7	-0.214	0.0447857022228477
LYRM1	-0.273	0.0448202851051671
ETAA1	-0.352	0.0448409546159398
DHRS7B	0.318	0.0448446670190215
DUSP8	-0.667	0.0449156084420963
HOMER3	-0.414	0.0449390447428298
RASA2	0.403	0.0449855375833481
EEF1AKMT1	0.456	0.045039536341771
CEP97	0.278	0.0451219554031513
ABHD14B	0.268	0.045251452959125
NKPD1	0.79	0.0452648846329824
POFUT1	-0.203	0.0453501016673162
AP3S1	-0.21	0.0453934226424161
BNC1	0.774	0.0454436205059874
NOMO2	0.235	0.0455167636566093
WDR47	-0.248	0.0455519503680125
CTAGE4	0.663	0.0455654356595785
CABYR	0.64	0.0456382686283463
WDR7	-0.397	0.0456693379762532
C19ORF44	0.654	0.0457289280969417
MVB12B	0.459	0.0458549520828506
PPIL3	0.388	0.0459935737609362
ACOT8	-0.333	0.0460018040210558
SMCO4	0.581	0.0460915577954533
COMMD8	-0.338	0.0461686924197041
ZNF333	0.459	0.046223530215812
NUMBL	0.412	0.0462945927408608
MANEAL	-0.304	0.0462955656486493
NISCH	0.237	0.0463215599381666
ZZEF1	0.219	0.0463425038024187
ZNF440	0.353	0.0463895935510187
THAP10	-0.578	0.0463936517345172
ZFP91	-0.203	0.0464598081765132
NLK	0.295	0.0466971124636369
DUSP1	-0.393	0.0467260633191984
EMP2	-0.204	0.0468176083917191
KAT14	0.248	0.0469128167397893
LINC01137	-0.572	0.0469453742944308
SAMD1	0.231	0.047079262480287
DNASE1L2	-0.739	0.0473364153410232
TMEM212	0.565	0.0474379048592017
ALDH6A1	0.2	0.047492151456315
PCYOX1L	0.343	0.0476331085385328
CEP70	0.258	0.0476331085385328
CD83	0.647	0.047676172246239
CEBPD	0.594	0.0477580859057088
PSMD1	-0.203	0.0477920541392651
CCDC130	0.366	0.0479536800383772
WDYHV1	0.309	0.0480378910425006
KCNK1	0.352	0.0482165908869749
ARMC2	-0.748	0.0484284496374126
PIGS	0.232	0.0485272617747887
BANP	0.271	0.0486929130953666
DBF4B	0.504	0.0487230428541535
MYH9	-0.193	0.0490810477356752
PPP1R10	-0.41	0.0493314148660566
MOSPD1	0.296	0.0495060243552659
TYW5	0.358	0.0495704080085774
SLC38A7	0.347	0.0496065027087958
CASC2	0.642	0.0496158746699115
POLR2J2	0.728	0.0496632904528168
SP6	0.558	0.0497205714252052
PPP1R10	-0.409	0.049726180910244
PPP1R10	-0.409	0.0497553479111399
GCC2	0.243	0.0497920800117739
TBC1D22B	-0.321	0.0498548259364023
PRRT2	0.692	0.0499349004341906
SAMD10	0.536	0.050076113678833
BACE1	-0.264	0.0500793147235737
TYRP1	0.615	0.0500793147235737
BLOC1S1	-0.235	0.0501463865806162
TRIM36	0.318	0.0502842398461205
ZNF713	-0.474	0.0502842398461205
DHX16	0.384	0.0503306896063944
DHX16	0.384	0.0503492406855093
ZSCAN2	0.403	0.0507170443595828
CKMT1A	-0.216	0.0508042418916225
LURAP1L	0.27	0.0508042418916225
ACTR3	-0.193	0.0508288229606798
ITPK1	0.203	0.0509190521147225
MED10	-0.308	0.0510693954823085
ITPK1	0.203	0.0511235372117967
ZNF414	0.72	0.0511679308080036
ZNF236	0.283	0.0512684173900406
CFAP69	0.551	0.0513902389094504
KDF1	0.306	0.0513991211880785
FBXO4	-0.336	0.0514586414395823
PIAS2	-0.34	0.0514604733854681
PTOV1	-0.204	0.0514865123332948
TRIM73	0.671	0.0516293361111657
PSD3	-0.224	0.0516591216579793
FTX	0.516	0.0516984387537577
SLC35D1	0.32	0.0517356470435015
SLC19A1	-0.333	0.051753190626399
LOXL3	-0.628	0.051902997962106
NAALADL2	-0.354	0.051929769651476
ISCA2	0.328	0.0519599859197353
DRG2	0.235	0.0519651119742306
TMEM81	0.565	0.0519848484578811
BTBD3	-0.239	0.0519848484578811
DPCD	0.379	0.0519870286045782
ACSF2	-0.251	0.0520193741757087
KIF18A	-0.275	0.0520228676802688
SMUG1	0.268	0.052035494189472
PPP1R10	-0.406	0.0520866895728882
MAPK7	0.554	0.0520866895728882
PGM2	0.264	0.0521168501553787
PPP1R10	-0.406	0.0521391701398306
PPP1R10	-0.406	0.0521708838766049
GRIN1	-0.792	0.0523649111652928
WDFY3-AS2	0.782	0.0523923886458795
ZNF611	0.401	0.0524111757500805
TERF2IP	0.221	0.0527831252532821
APOO	-0.392	0.0528893920883801
ARMCX3	0.241	0.0530182624007082
PLSCR3	-0.484	0.0530616477799567
ERC1	-0.351	0.0535803976039957
ERC1	-0.351	0.0536317554918706
RNF8	0.297	0.0536430157225992
CDK5RAP1	0.263	0.0537284830625748
PCM1	-0.198	0.053797315195771
VEGFA	0.208	0.0538025534967918
CASC15	0.757	0.0538540359877221
LOC728975	0.878	0.0538559878588275
FAM117B	0.315	0.053914345654326
SCAPER	-0.358	0.0539739943485341
DKFZP434I0714	0.652	0.0540646390461767
MPP3	-0.483	0.0541979152530399
LYSMD4	0.529	0.0544055228452359
DNAJA4	-0.444	0.0544272181859274
HIST1H2AM	-0.311	0.0544306466823831
FNBP4	0.231	0.0544773605562134
ARNT	0.197	0.0545006558278455
HTT	0.222	0.0547793660183645
ZNF491	0.774	0.0548039176444546
FAM200B	0.334	0.0548118240961625
KLHL17	-0.531	0.0553143347056018
ALG9	-0.295	0.0553560421473512
LOC284454	0.685	0.055382117899446
SLC20A2	-0.24	0.0553887304594432
UTP20	0.209	0.055434449295188
DOCK6	-0.321	0.0554352791771994
ZNF446	0.379	0.0555047821511166
LAD1	0.217	0.0555405901529047
FLJ20021	0.624	0.0557162740484079
DGAT1	-0.264	0.0558007523070501
MTMR6	0.204	0.0558491819623266
MKLN1	-0.193	0.0558539358815162
NFKBID	0.583	0.0558920012048424
RBL1	-0.241	0.0558920012048424
UBE2Q2P1	0.687	0.0559572681154231
ALG5	0.251	0.0559686425849325
SIL1	-0.214	0.0562304362598009
AHI1	0.307	0.0562520719320873
RGPD4-AS1	0.797	0.0562859049331254
BCLAF1	0.228	0.0567754315320222
STT3A	-0.196	0.0568016805104373
SLC35A1	0.231	0.0569390993417572
HDGF	0.179	0.0570045033901304
EFCAB3	0.735	0.0570756029215276
DOLK	-0.314	0.0573789974388913
RGS3	-0.246	0.0573887963237905
SNAP23	0.211	0.0574059137704141
ZNF398	-0.239	0.0574303577570469
TMEM50B	-0.405	0.0575158484816297
ENTPD2	-0.807	0.0575557810844869
INTS6-AS1	0.659	0.0575623852105492
ASAH2	0.514	0.057805686926563
B3GNTL1	-0.573	0.0578955171624627
DOLPP1	0.264	0.0580972598503897
SRRM2-AS1	0.658	0.0581037094619933
UCKL1	0.267	0.0581227505686034
EFCAB7	-0.477	0.0581871369641956
KIAA1257	0.691	0.0581986332665153
SHOC2	0.194	0.0584860661811173
CCNO	0.483	0.0584970001565838
IL10RB	-0.286	0.0586029555489894
SGO2	0.285	0.0588750755262997
LOC105372233	0.572	0.05905698719822
LIN37	0.646	0.0590996631335519
RPH3AL	-0.725	0.059113853778959
TTC26	0.351	0.0592009889482466
LGMN	-0.244	0.0594489887186135
BRD2	0.415	0.0600100735112052
PET117	0.313	0.0602369558852517
GTF2A2	-0.221	0.0607977215549291
TSEN34	-0.35	0.0609566212890651
TRAPPC8	-0.216	0.0609825910211622
DUSP7	0.493	0.0612593081154661
GPR63	0.661	0.061303974114016
KANK2	0.314	0.061303974114016
IRF7	0.747	0.0615054821538974
AGBL2	-0.627	0.061799480902766
RIDA	-0.373	0.0619549035101544
SMG1P6	-0.805	0.0620076365558008
PEF1	0.214	0.0620673211307781
ISL2	0.72	0.0621955123847482
UQCC3	0.359	0.0623049690276725
PHF6	0.204	0.0623180712319779
LOC101927809	-0.862	0.0623712534211808
HSPA8	0.263	0.0623862913253716
DCTN4	-0.184	0.0626590231694432
HSD3B7	0.254	0.0627021714957122
SMIM11A	0.699	0.0627119544753067
TMEM250	0.24	0.0627730515584775
TSEN34	-0.348	0.0628736827027195
KDM2B	0.241	0.0629195490143234
ZNF430	0.41	0.0630321896708679
OTUB1	-0.211	0.0631580028927906
ARHGAP21	0.271	0.063240750634693
S100A16	-0.192	0.063240750634693
WRN	0.281	0.0633269702528869
ZNF880	0.525	0.0634626881388113
LNPEP	0.184	0.0635303428893913
PSENEN	-0.253	0.063565406552502
RFX2	-0.517	0.063764923302674
NEURL2	0.642	0.0638285500157039
CRBN	-0.216	0.0638607314726843
ANKRD34A	0.522	0.0638759922737613
C10ORF95	-0.678	0.0638972034187967
RHBDL1	-0.595	0.0644146603751312
DCXR	-0.235	0.0644637745483262
SELENOF	0.2	0.0644933316411877
TGM1	0.535	0.0646307232012518
FIG4	-0.329	0.0646869380231788
GPANK1	-0.747	0.0647667534598897
OXSM	0.307	0.0647667534598897
GPANK1	-0.747	0.064791163624558
STXBP1	-0.429	0.0651325692894754
PREPL	0.187	0.0652204072070518
SPTBN1	-0.187	0.0652782776731841
MEGF11	0.715	0.0654246670491681
C9ORF85	0.367	0.0657349513459382
NABP2	0.198	0.0657464034260381
ZCCHC24	0.512	0.0662268231557223
FAM89B	-0.288	0.0663639649233415
SYNE2	0.179	0.0664601991692595
B3GAT3	0.278	0.0665506583525514
ARHGAP12	0.19	0.0666796184638651
BTBD6	0.207	0.0668962874926701
NUDT6	-0.356	0.0671157525558043
COL27A1	-0.544	0.0671905715591839
ELP6	-0.32	0.067458222865388
SLC41A3	-0.236	0.0675742611760403
FKBP15	-0.232	0.0675991184731145
DNAH10	-0.589	0.0676208207877938
STMN1	0.186	0.0676928310291309
GAREM2	1.149	0.0676944286005289
USP13	0.255	0.0679260063827962
C19ORF25	-0.381	0.0680818639066292
ATP5I	-0.186	0.0681626993452087
MYO15B	0.574	0.0682216320708671
PIK3CB	-0.315	0.0683454282759053
CLIC3	0.652	0.0683984048955089
COX18	-0.275	0.0687248706033529
TPH2	0.712	0.0688694942198072
SLC9A1	0.377	0.0691093863438141
ZFPL1	0.271	0.0693579849816068
LOC100506100	0.624	0.0695213127317595
ZNF81	0.433	0.0695561445587171
POU2F3	-0.727	0.0698088094672625
PPP2R5D	-0.209	0.0701233771014059
ESYT3	-0.481	0.0701492911997548
CHMP4C	0.324	0.0703085579614743
GIT2	0.248	0.0704465220062685
PQLC3	-0.274	0.0705435100685694
MRPL2	0.296	0.0705547037650095
RASA4	0.333	0.0711318820045168
MISP3	-0.465	0.0714604159205625
COMMD6	-0.225	0.0715691261598682
WHAMM	0.469	0.0715984917023669
CDK9	0.252	0.0716394197577776
USP40	-0.222	0.0717350813787664
HIST1H2BI	0.246	0.071740721466543
TMEM109	-0.216	0.0718265305024674
PIGM	-0.289	0.0720480985421855
ZSWIM5	0.269	0.0724693456630461
PGGT1B	0.203	0.0725339015230868
NR6A1	-0.51	0.0725559334144947
TTN	-1.212	0.0727885448569358
TIGD1	-0.274	0.0728055491642637
SYNRG	0.49	0.0729494164949876
MIR143	-0.625	0.0730167180832618
ACTR1B	0.235	0.0731085630064093
TRIM39	0.51	0.0732955749679034
RUBCN	0.271	0.0733289897505219
TNFRSF10B	0.199	0.0735038445533387
ARMC5	-0.429	0.0735038445533387
WASH7P	0.455	0.0735617248753441
WASH7P	0.455	0.0735617248753441
DHX33	0.306	0.0736743987752955
C3ORF35	-0.69	0.0739224685817056
RNPC3	-0.413	0.0743156103746734
ARL6IP6	0.306	0.0743156103746734
STK36	-0.302	0.0743853859276307
HIST4H4	-0.282	0.0747369701142186
ZNF273	-0.298	0.0749765063596237
MTA3	-0.204	0.0750104608374468
FSTL4	-0.644	0.0752136833916342
XPA	0.395	0.0754989806235501
C9ORF64	0.216	0.0755206616053357
TIGD6	-0.329	0.0756261662003393
CECR7	0.537	0.0757265927460936
TICAM1	-0.489	0.0758615637664208
MSH5	-0.738	0.0759821893079807
ARL17A	0.645	0.0761386059354667
FAM118A	0.337	0.0762132794005536
FSCN2	0.621	0.07627885945821
ERICH1	-0.415	0.0764060835639267
HDHD2	-0.346	0.0765938530531144
ACAP1	-0.624	0.0767389176274184
PTPA	0.186	0.0769632345156125
IMMP1L	-0.334	0.0772757991791195
C9ORF3	0.396	0.0772930185153655
ADCY9	-0.2	0.0773074859017269
MICU1	0.196	0.0773804047305033
LOC100129917	0.537	0.0775561412166013
CALM2	-0.169	0.0777680745294859
UNKL	-0.32	0.0778582652864045
ZNF404	-0.696	0.0779049960920033
TEC	-0.542	0.0780189588277991
PCBD2	-0.293	0.0780433916520711
HDHD3	0.244	0.0780581677086135
PIKFYVE	-0.239	0.0782201908837336
WIPF2	-0.221	0.0782873494683916
SPIRE2	0.345	0.0784162327497644
IFITM10	-0.507	0.0785423799058351
VPS4A	-0.254	0.0788590498316172
CLCN4	-0.723	0.0791528779067982
SHTN1	0.594	0.0792388705901393
MIF4GD	0.23	0.0793947766862829
ZNF628	-0.637	0.0796073252363616
SGCB	-0.344	0.079854442168006
HDAC1	0.187	0.0798846858993834
PIK3C2B	-0.231	0.0799221433745175
ZNF551	0.287	0.0799221433745175
BRI3BP	-0.18	0.0799998486648322
RXRB	-0.305	0.0801115085244181
LUC7L	0.262	0.0801341927843024
USP6NL	0.21	0.0801678984780735
NAA60	0.266	0.0801883587812471
C12ORF66	0.239	0.0803797214106432
ATP23	-0.447	0.0806179715778704
ATP23	-0.447	0.0806338049352516
KCTD18	-0.229	0.0807520453221175
RAVER2	0.259	0.0807726844217602
GPN2	0.331	0.0809115445051732
LOC554223	-0.604	0.081194715319531
NCLN	0.263	0.0812549156740176
MGAT5	-0.193	0.0815387270768197
ZNF695	-0.299	0.0815820477302058
CDC16	0.236	0.081633473689976
GTF2IRD2B	-0.243	0.0817094309171567
LINC01024	0.607	0.0821702293140142
C6ORF141	0.427	0.0822261832537081
B4GALT4	-0.297	0.0822689399026157
SETD1A	0.333	0.082454966376484
JPX	0.26	0.0827480424798124
C19ORF60	0.562	0.0829419354272389
CD160	-0.638	0.0830451365744022
DLX4	0.725	0.0831297648162613
RAD21-AS1	0.731	0.083305863392162
ZNF667	-0.724	0.0835294470510141
IKZF2	0.333	0.0836249392420327
SLC25A13	0.21	0.0836611067938666
FIS1	0.175	0.083727797924578
PCYT2	-0.221	0.0840437789320484
MSANTD2	0.516	0.0841620936138462
LOC102724488	0.616	0.0843560685616752
LOC102723897	0.335	0.0846445453858824
DSTNP2	-0.598	0.0847095169436336
LINC00094	-0.304	0.0847463533613072
CDK20	-0.407	0.0849754751807492
TRRAP	0.173	0.0849802731705552
TMEM183A	0.183	0.085067112760647
TOM1	0.302	0.0852251912895132
TOR4A	0.564	0.0852251912895132
SLC22A18	0.499	0.0853020097696602
PIMREG	-0.426	0.0855208685393743
SCARNA16	-0.503	0.0856344456936318
GTPBP3	0.355	0.0859234776425037
CAPRIN1	-0.167	0.086149075892157
SLC36A1	0.372	0.0862313608047557
ZFYVE9	0.215	0.0862486859105231
MED1	-0.21	0.0865974303117398
DENND4A	0.232	0.0866468924614486
TXN2	0.233	0.0867544288327227
ATG2A	0.271	0.0868439790613223
DXO	0.425	0.0870260122036062
